address,company,jname,jtxt,mount,salary
(池州市秋浦东路与翠百路交口万卷书城二楼),池州万卷书城,收银员、电脑操作员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘若干人,薪资面议
(池州市秋浦东路与翠百路交口万卷书城二楼),池州万卷书城,理货员、导购员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘若干人,薪资面议
(青峰花园17幢115#(邮政储蓄银行对面)）),池州市我爱我家房产经纪有限公司,置业顾问,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘20人,面议
(池州市(开发区金科路27号金马石业院内百世快递)),池州市拉钩供应链管理有限公司,驾驶员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘2人,薪资面议
(池州市通港路89号高新技术产业开发区A区13栋),池州汉诺威机电设备科技有限公司,电工,学历不限 / 经验2年以上 / 性别男 / 26～50岁,招聘2人,面议
,头道汤养生坊,顾问,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘4人,5K-10K
,头道汤养生坊,头疗师,学历不限 / 经验不限 / 性别不限 / 18～40岁,招聘20人,5K-10K
(池州市通港路89号高新技术产业开发区A区13栋),池州汉诺威机电设备科技有限公司,淘宝客服,学历不限 / 经验不限 / 性别不限 / 25～35岁,招聘2人,3K-4K
(池州豪丰装饰城1号楼103),水性科天,销售人员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘10人,2K-7K
(池州豪丰装饰城1号楼103),水性科天,设计师,学历不限 / 经验不限 / 性别不限 / 18～50岁,招聘4人,3K-8K
(池州凤凰大道与翠峰路交口),绿地集团池州置业有限公司,销售顾问,学历不限 / 经验不限 / 性别不限 / 18～35岁,招聘20人,2K-8K
(池州豪丰装饰城1号楼103),水性科天,售后服务人员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘3人,3K-6K
(长江南路兴惠广场65号),老铜匠卫浴,导购,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘6人,2K-5K
(池州市贵池区通港路89号第28栋),池州巨成电子科技有限公司,操作工,学历不限 / 经验不限 / 性别不限 / 18～30岁,招聘若干人,4K-5K
,逆时光美容会所,美容美体师,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘6人,3K-12K
(池州市贵池区通港路89号第28栋),池州巨成电子科技有限公司,工程文员,大专 / 经验1年以上 / 性别女 / 18～30岁,招聘1人,薪资面议
(青峰花园17幢115#(邮政储蓄银行对面)）),池州市我爱我家房产经纪有限公司,门店经理,中专 / 经验2年以上 / 性别不限 / 年龄不限,招聘10人,面议
(一店地址:池州市翠微东路兴佳小区入口处(欧普照明)二店地址:百汇大市场入口处(欧普照明华美灯饰)),欧普照明,导购,学历不限 / 经验不限 / 性别不限 / 25～40岁,招聘2人,薪资面议
(长江北路与清风路交叉口东南角恒泰都市华庭),贵池区车爵仕汽车美容会所,汽车学徒,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘10人,薪资面议
